Organization,PersonId,PersonId_Normalized,TotalEmployees,country,displayName,surname,mail,givenName,id,userType,JobTitle,accountEnabled,usageLocation,streetAddress,state,officeLocation,city,postalCode,telephoneNumber,mobilePhone,alternateEmailAddress,ageGroup,consentProvidedForMinor,legalAgeGroupClassification,companyName,creationType,directorySynced,invitationState,identityIssuer,createdDateTime,Has license,UserKey,License Status,employeeType,employeeId,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,assignedLicenses,Manager_UserKey,OrgLevel,HierarchyPath,TopOfChain_UserKey,IsManager,DirectReports,TotalReports,Level0_UserKey,Level0_Name,Level1_UserKey,Level1_Name,Level2_UserKey,Level2_Name,Level3_UserKey,Level3_Name,Level4_UserKey,Level4_Name,Level5_UserKey,Level5_Name,Level6_UserKey,Level6_Name,Level7_UserKey,Level7_Name,Level8_UserKey,Level8_Name,Level9_UserKey,Level9_Name,Level10_UserKey,Level10_Name,Level11_UserKey,Level11_Name,Level12_UserKey,Level12_Name,Level13_UserKey,Level13_Name,Level14_UserKey,Level14_Name
Legal,user0069@contoso-demo.com,user0069@contoso-demo.com,260,GB,Sage Turner,Turner,user0069@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000069,Member,Contracts Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0069@contoso-demo.com,Unlicensed,Employee,E00069,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Sage Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0070@contoso-demo.com,user0070@contoso-demo.com,260,NL,Taylor Keller,Keller,user0070@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000070,Member,Operations Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0070@contoso-demo.com,Unlicensed,Employee,E00070,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,NL,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Taylor Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0071@contoso-demo.com,user0071@contoso-demo.com,260,IE,Blake Ingram,Ingram,user0071@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000071,Member,Support Engineer,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0071@contoso-demo.com,Licensed,Employee,E00071,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,IE,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Blake Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0072@contoso-demo.com,user0072@contoso-demo.com,260,ES,Avery Norton,Norton,user0072@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000072,Member,Solution Specialist,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0072@contoso-demo.com,Licensed,Employee,E00072,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,ES,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Avery Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0073@contoso-demo.com,user0073@contoso-demo.com,260,IE,Jordan Osborne,Osborne,user0073@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000073,Member,Service Desk Analyst,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0073@contoso-demo.com,Licensed,Employee,E00073,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Jordan Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0074@contoso-demo.com,user0074@contoso-demo.com,260,GB,Dakota Fletcher,Fletcher,user0074@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000074,Member,Content Strategist,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0074@contoso-demo.com,Unlicensed,Employee,E00074,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Dakota Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0075@contoso-demo.com,user0075@contoso-demo.com,260,GB,Avery Ellis,Ellis,user0075@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000075,Member,Controller,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0075@contoso-demo.com,Unlicensed,Employee,E00075,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Avery Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0076@contoso-demo.com,user0076@contoso-demo.com,260,GB,Dakota Quincy,Quincy,user0076@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000076,Member,HR Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0076@contoso-demo.com,Licensed,Employee,E00076,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Dakota Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0077@contoso-demo.com,user0077@contoso-demo.com,260,NL,Sam Sutton,Sutton,user0077@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000077,Member,Paralegal,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0077@contoso-demo.com,Unlicensed,Employee,E00077,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,NL,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Sam Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0078@contoso-demo.com,user0078@contoso-demo.com,260,ES,Rowan Clarke,Clarke,user0078@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000078,Member,Programme Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0078@contoso-demo.com,Licensed,Employee,E00078,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,ES,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Rowan Clarke,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0079@contoso-demo.com,user0079@contoso-demo.com,260,GB,Blake Norton,Norton,user0079@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000079,Member,Success Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0079@contoso-demo.com,Unlicensed,Employee,E00079,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Blake Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0080@contoso-demo.com,user0080@contoso-demo.com,260,IT,Blake Ingram,Ingram,user0080@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000080,Member,Sales Director,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0080@contoso-demo.com,Licensed,Employee,E00080,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Blake Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0081@contoso-demo.com,user0081@contoso-demo.com,260,ES,Jamie Palmer,Palmer,user0081@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000081,Member,Service Desk Analyst,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0081@contoso-demo.com,Unlicensed,Employee,E00081,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,ES,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Jamie Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0082@contoso-demo.com,user0082@contoso-demo.com,260,GB,Charlie Quincy,Quincy,user0082@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000082,Member,Content Strategist,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0082@contoso-demo.com,Licensed,Employee,E00082,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Charlie Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0083@contoso-demo.com,user0083@contoso-demo.com,260,GB,Jordan Harris,Harris,user0083@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000083,Member,Finance Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0083@contoso-demo.com,Licensed,Employee,E00083,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Jordan Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0084@contoso-demo.com,user0084@contoso-demo.com,260,IE,Taylor Osborne,Osborne,user0084@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000084,Member,Recruiter,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0084@contoso-demo.com,Licensed,Employee,E00084,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IE,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Taylor Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0085@contoso-demo.com,user0085@contoso-demo.com,260,NL,Harper Turner,Turner,user0085@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000085,Member,Contracts Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0085@contoso-demo.com,Unlicensed,Employee,E00085,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,NL,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Harper Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0086@contoso-demo.com,user0086@contoso-demo.com,260,GB,Charlie Dawson,Dawson,user0086@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000086,Member,Programme Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0086@contoso-demo.com,Licensed,Employee,E00086,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Charlie Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0087@contoso-demo.com,user0087@contoso-demo.com,260,IE,Quinn Adams,Adams,user0087@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000087,Member,Success Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0087@contoso-demo.com,Licensed,Employee,E00087,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,IE,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Quinn Adams,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0088@contoso-demo.com,user0088@contoso-demo.com,260,IE,Avery Grant,Grant,user0088@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000088,Member,Account Executive,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0088@contoso-demo.com,Unlicensed,Employee,E00088,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IE,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Avery Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0089@contoso-demo.com,user0089@contoso-demo.com,260,IT,Rowan Keller,Keller,user0089@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000089,Member,Service Desk Analyst,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0089@contoso-demo.com,Licensed,Employee,E00089,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IT,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Rowan Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0090@contoso-demo.com,user0090@contoso-demo.com,260,NL,Reese Dawson,Dawson,user0090@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000090,Member,Content Strategist,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0090@contoso-demo.com,Licensed,Employee,E00090,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,NL,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Reese Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0091@contoso-demo.com,user0091@contoso-demo.com,260,IE,Blake Lawson,Lawson,user0091@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000091,Member,Finance Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0091@contoso-demo.com,Licensed,Employee,E00091,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IE,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Blake Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0092@contoso-demo.com,user0092@contoso-demo.com,260,GB,Harper Turner,Turner,user0092@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000092,Member,HR Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0092@contoso-demo.com,Licensed,Employee,E00092,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Harper Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0093@contoso-demo.com,user0093@contoso-demo.com,260,GB,Avery Palmer,Palmer,user0093@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000093,Member,Contracts Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0093@contoso-demo.com,Licensed,Employee,E00093,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Avery Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0094@contoso-demo.com,user0094@contoso-demo.com,260,IT,Jordan Grant,Grant,user0094@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000094,Member,Coordinator,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0094@contoso-demo.com,Unlicensed,Employee,E00094,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IT,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Jordan Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0095@contoso-demo.com,user0095@contoso-demo.com,260,GB,Riley Baker,Baker,user0095@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000095,Member,Service Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0095@contoso-demo.com,Licensed,Employee,E00095,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Riley Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0096@contoso-demo.com,user0096@contoso-demo.com,260,ES,Charlie Fletcher,Fletcher,user0096@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000096,Member,Account Executive,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0096@contoso-demo.com,Unlicensed,Employee,E00096,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,ES,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Charlie Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0097@contoso-demo.com,user0097@contoso-demo.com,260,IT,Taylor Osborne,Osborne,user0097@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000097,Member,Service Desk Analyst,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0097@contoso-demo.com,Unlicensed,Employee,E00097,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IT,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Taylor Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0098@contoso-demo.com,user0098@contoso-demo.com,260,NL,Emerson Dawson,Dawson,user0098@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000098,Member,Content Strategist,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0098@contoso-demo.com,Licensed,Employee,E00098,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,NL,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Emerson Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0099@contoso-demo.com,user0099@contoso-demo.com,260,IE,Rowan Keller,Keller,user0099@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000099,Member,Financial Analyst,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0099@contoso-demo.com,Licensed,Employee,E00099,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IE,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Rowan Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0100@contoso-demo.com,user0100@contoso-demo.com,260,GB,Dakota Fletcher,Fletcher,user0100@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000100,Member,People Operations Lead,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0100@contoso-demo.com,Unlicensed,Employee,E00100,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Dakota Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0101@contoso-demo.com,user0101@contoso-demo.com,260,NL,Dakota Keller,Keller,user0101@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000101,Member,Contracts Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0101@contoso-demo.com,Licensed,Employee,E00101,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,NL,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Dakota Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0102@contoso-demo.com,user0102@contoso-demo.com,260,GB,Sam Turner,Turner,user0102@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000102,Member,Coordinator,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0102@contoso-demo.com,Licensed,Employee,E00102,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Sam Turner,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0103@contoso-demo.com,user0103@contoso-demo.com,260,NL,Emerson Clarke,Clarke,user0103@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000103,Member,Service Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0103@contoso-demo.com,Unlicensed,Employee,E00103,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,NL,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Emerson Clarke,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
